temperature,humidity,hive_weight,bee_activity,day,honey_production_kg,is_anomaly,anomaly_score,predicted_anomaly
34.993428306022466,76.19484349268802,38.624108625128095,60.921924421226095,1,2.967010915627716,0,1.6294964013812134,0
33.72347139765763,72.39706946330215,41.27740664642241,71.39614989220499,2,3.48278734635398,0,0.7915532873325338,0
35.29537707620138,65.4770429593614,38.03790039500019,75.86394466578356,3,3.409823516712557,0,0.5965677313956893,0
37.04605971281605,59.82450577835541,40.4601923518048,98.8768765734019,4,4.064612621098799,0,1.4069181657944632,0
33.53169325055333,70.58578650890873,32.53192666523107,85.56553124533758,5,3.0598522180176726,0,1.5695351938047737,0
33.53172608610164,68.147883083374,43.06646853686469,66.64518430900108,6,3.6000578286537386,0,1.1716328365610962,0
37.15842563101478,72.16154576022186,42.00602737681112,84.86036289417638,7,3.2250460440933804,0,1.085046086552057,0
35.53486945830582,70.08137441345576,37.914556844659046,64.52696011061634,8,3.044941439389459,0,1.3410917990367142,0
33.0610512281301,73.39642172255468,45.29622834216202,90.82691053887072,9,3.974305371676508,0,0.7629169815874988,0
35.08512008717193,60.718118307515454,46.68785068813279,75.28875348182122,10,3.955981768385593,0,0.9319757378857817,0
33.073164614375074,75.5391525250746,33.96220067815513,79.06363811260829,11,3.2746406128390464,0,1.3167896949695055,0
33.06854049285948,66.5807968375392,38.186376107168925,93.2579664754219,12,3.4840509290242214,0,0.9574026347314386,0
34.48392454313207,81.60208698100212,38.15428825106351,67.1283643141575,13,3.0484438282416013,0,1.498276057624949,0
30.173439510684403,59.486497455283455,37.30048449445568,66.02881814887009,14,3.187070984716511,0,1.3992182240705275,0
30.55016433497393,78.887710425322,46.14737420965874,74.16400673653995,15,3.740337020190565,0,1.2652331280681082,0
32.875424941518055,66.58328626770118,41.03086930613598,90.38378851019316,16,3.732148662998694,0,0.7274670045326375,0
31.97433775933116,59.78865597108441,40.67742579344694,64.80653924523158,17,3.2135786942678943,0,1.3187253327684805,0
34.628494665190544,61.12891332756543,31.98068817796624,51.67844401889431,18,2.7655519420561507,0,2.36897931345318,0
32.18395184895758,62.43722153444544,45.17709015104613,75.48841141591001,19,3.64692373978624,0,0.6841639688442953,0
31.175392597329417,68.39332757121534,35.80370802573264,85.51740799910921,20,3.454669238436296,0,1.0428658632797785,0
36.93129753784311,69.18268390428399,42.29966315133164,92.00261749738829,21,4.359709849752025,0,1.00426622441835,0
33.54844739902693,60.41039996849137,43.38688468979096,75.36838637914602,22,3.387459908685953,0,0.6447752433595885,0
34.13505640937585,64.80516326191214,48.80329297919326,75.88573392883998,23,3.586160217127773,0,1.3057981749013448,0
31.150503627573087,82.13816286889491,35.45589800440444,91.53900734255748,24,3.731798016306824,0,1.5524877930236862,0
32.91123455094964,78.82034536080569,26.90243922089587,61.3025830030458,25,2.4245573543563856,0,2.5643289182579942,0
34.22184517941973,68.49058935739225,42.91924772376847,76.1147922481699,26,3.6023922738091008,0,0.4140596119486571,0
31.6980128451554,65.3040278253456,51.00255590755427,81.90423889925057,27,4.008961426188056,0,1.6944326609339375,0
34.75139603669135,65.96025061374608,48.19473176469719,84.49218721285034,28,4.04010634397145,0,1.1982585661692011,0
32.79872262016239,69.90814378184334,43.04829707637313,74.90193306809117,29,3.958148363801372,0,0.5110889341714414,0
33.41661250041345,56.81765947841276,39.54181907183976,80.34441011705842,30,3.738570972660914,0,1.0080982377402317,0
32.79658677554121,62.94098770061324,46.03561298318655,55.1167264658701,31,3.5645257486095367,0,2.093915051319385,0
37.70455636901787,51.65132740897928,37.13226900147766,73.41751587666151,32,3.004672792758406,0,1.5305537957230033,0
33.973005550524135,68.19378498084224,44.3817888467811,84.53508712554468,33,3.679290493044616,0,0.5244686831740515,0
31.8845781420882,70.17756751762192,44.52735079583314,70.1770596574532,34,3.0409387824645173,0,0.8890810969490649,0
35.64508982420638,61.13450830160501,47.3010495374944,80.58984221589597,35,3.7985222587340246,0,1.040334868840181,0
31.55831270005796,77.59189410632027,55.79830019455539,84.46872500802698,36,4.64621327416602,0,2.541894595606481,0
34.41772719000951,55.19387469598127,43.96207983589383,76.57450799142235,37,3.828806182872718,0,1.172306688367797,0
30.08065975224045,53.28500095832144,39.45518187146251,81.70463770996571,38,3.5233557927044195,0,1.432216062388293,0
31.34362790220314,66.79561454847978,41.872128439040026,70.37267434715388,39,3.4700361311734995,0,0.983031676570653,0
34.39372247173824,73.37678642089723,33.15462047555441,77.93388720303953,40,3.074694434606048,0,1.4594981964953895,0
35.47693315999082,78.47142153166295,38.52643434455471,86.10216169589222,41,3.674547396026029,0,1.1816813164798576,0
34.34273656237994,61.32892589704848,39.95358780943448,81.56972960968434,42,3.778822272937735,0,0.5518874904864808,0
33.76870343522352,73.62944666745037,39.37955801032704,74.13468730436064,43,3.126181323473705,0,0.6920270229845227,0
33.39779260882142,64.69193224399434,42.76177436016861,82.24216404290793,44,3.836839462522273,0,0.2524521190910255,0
31.042956019265144,63.61898160047344,37.887900338089,87.14609790636618,45,3.794233509415359,0,1.0899679560596696,0
32.560311583210584,72.06927949989338,47.60515333662236,59.50058721422522,46,3.4728524691550544,0,1.7432040667973807,0
33.07872245808043,70.21858302730736,42.00103532459099,91.59074064955898,47,4.06279392622565,0,0.8240237606355205,0
36.11424445243783,52.388862744126,41.953498394306926,76.63745261318928,48,4.172212416349264,0,1.4559690749041678,0
34.68723657913692,76.81232279780717,40.36052641743541,84.2548993324023,49,3.675383383131069,0,1.0139016726057106,0
30.47391968927453,76.04073083317961,42.77595341929489,91.97246923645228,50,4.0216476625876005,0,1.292350125714786,0
34.64816793878959,59.99549838792377,46.125491323338174,66.28326302769534,51,3.477846730600641,0,1.2005867144719826,0
33.22983543916737,68.16642826749927,37.664348921445495,72.90558997572454,52,3.369877832498849,0,0.6707973490955023,0
32.646155999388085,68.95224149026191,38.70941755462372,77.11451304124296,53,3.5562770235463868,0,0.5197774897081227,0
35.22335257768174,67.08539012659125,40.48136985611668,72.16246478875571,54,3.494052730858159,0,0.7302477242112547,0
36.0619990449919,60.59755876923664,35.27064538263392,97.34936575836808,55,3.485960529907368,0,1.284716560278246,0
35.8625602382324,59.62701305649559,37.90371070139251,71.43227906173207,56,3.346477868187033,0,0.7886629362602373,0
32.32156495355472,64.79556743206844,39.618895632276704,74.44453220513134,57,3.745490262995536,0,0.6352208043862267,0
33.38157524829757,74.38183215407491,46.37194590356364,82.04389031602977,58,4.043018006884659,0,0.8761518106949736,0
34.66252686280713,69.34880123675546,43.31280664500962,67.97850473923911,59,3.71098259622156,0,1.064966555943598,0
29.63849058192752,78.33283786121706,27.250019527458644,84.88878973598489,60,8.178888849411333,1,4.1050760175263585,1
33.04165152430942,71.17358968518676,46.25448981083986,83.17453261250175,61,4.116611705919864,0,0.8553959985369779,0
33.62868204667237,42.2116590349594,41.31314105800302,76.67139595617489,62,3.6512253601336777,0,2.4851589471610676,0
31.787330051987944,74.19012560297682,43.95232424964445,79.06613141100051,63,3.566629995284666,0,0.8252255769924949,0
31.60758675183866,51.0822897697752,41.48389123533752,74.70667887551629,64,3.6081082077553632,0,1.5880988534753915,0
35.6250516447884,62.10047246877495,43.32681174699814,64.85529690819233,65,3.2488566763778075,0,1.3148246961010466,0
36.71248005714165,56.04264084299085,39.08620671194209,83.21593211339238,66,3.4649281223165773,0,1.0864735315027172,0
33.85597975683933,54.64254819423275,29.805914208617857,97.5493307164724,67,3.477707783787209,0,2.051252243791085,0
36.00706579578405,74.28661429902816,41.32860418906848,80.18401630783438,68,3.709488732328296,0,0.7584844006810828,0
